row_id,customer_prior_txn_count,customer_prior_abs_amount_sum,customer_prior_abs_value_sum,customer_prior_abs_amount_mean,customer_prior_abs_value_mean,customer_prior_max_abs_amount,customer_days_since_prev_txn,customer_tenure_days,customer_prior_unique_product_categories,customer_prior_unique_channels,customer_prior_same_product_count,customer_prior_same_channel_count,customer_prior_weekend_share
UNLINKED_3387,68,452068.0,458428.0,6648.058823529412,6741.588235294118,180000.0,5.855787037037037,181.85763888888889,4,2,5,64,0.11764705882352941
UNLINKED_3386,69,454068.0,460428.0,6580.695652173913,6672.869565217391,180000.0,0.0009490740740740741,181.85858796296296,4,2,56,65,0.11594202898550725
UNLINKED_3210,70,459068.0,465428.0,6558.114285714286,6648.971428571429,180000.0,1.8476620370370371,183.70625,4,2,57,66,0.11428571428571428
UNLINKED_3120,71,460068.0,466428.0,6479.830985915493,6569.408450704225,180000.0,1.759837962962963,185.46608796296297,4,2,58,67,0.1267605633802817
UNLINKED_1419,72,460893.0,467253.0,6401.291666666667,6489.625,180000.0,21.55113425925926,207.01722222222222,4,2,2,68,0.125
UNLINKED_1418,73,479893.0,486253.0,6573.876712328767,6661.0,180000.0,0.003287037037037037,207.02050925925926,4,2,5,69,0.1232876712328767
TRAIN_1503,0,0.0,0.0,,,0.0,,0.0,0,0,0,0,
TRAIN_1504,1,192000.0,192000.0,192000.0,192000.0,192000.0,0.0,0.0,1,1,1,1,0.0
TRAIN_1505,2,384000.0,384000.0,192000.0,192000.0,192000.0,0.0,0.0,1,1,2,2,0.0
TRAIN_1506,3,576000.0,576000.0,192000.0,192000.0,192000.0,0.0,0.0,1,1,3,3,0.0
TRAIN_1507,4,768000.0,768000.0,192000.0,192000.0,192000.0,0.0,0.0,1,1,4,4,0.0
TRAIN_1508,5,960000.0,960000.0,192000.0,192000.0,192000.0,0.0,0.0,1,1,5,5,0.0
TRAIN_1509,6,1152000.0,1152000.0,192000.0,192000.0,192000.0,0.0,0.0,1,1,6,6,0.0
UNLINKED_205,7,1344000.0,1344000.0,192000.0,192000.0,192000.0,122.24924768518518,122.24924768518518,1,1,0,0,0.0
TRAIN_1625,0,0.0,0.0,,,0.0,,0.0,0,0,0,0,
TRAIN_1800,0,0.0,0.0,,,0.0,,0.0,0,0,0,0,
TRAIN_1801,1,192000.0,192000.0,192000.0,192000.0,192000.0,0.0,0.0,1,1,1,1,0.0
TRAIN_1841,0,0.0,0.0,,,0.0,,0.0,0,0,0,0,
UNLINKED_16043,0,0.0,0.0,,,0.0,,0.0,0,0,0,0,
UNLINKED_16041,1,10000.0,10000.0,10000.0,10000.0,10000.0,0.002013888888888889,0.002013888888888889,1,1,0,1,0.0
UNLINKED_15586,2,20000.0,20000.0,10000.0,10000.0,10000.0,6.111423611111111,6.1134375,2,1,0,2,0.0
UNLINKED_15366,3,21000.0,21000.0,7000.0,7000.0,10000.0,1.9740856481481481,8.087523148148149,3,1,1,3,0.0
UNLINKED_15354,4,22000.0,22000.0,5500.0,5500.0,10000.0,0.3487037037037037,8.436226851851853,3,1,1,4,0.25
UNLINKED_15349,5,23000.0,23000.0,4600.0,4600.0,10000.0,0.05189814814814815,8.488125,3,1,2,5,0.4
UNLINKED_15138,6,24000.0,24000.0,4000.0,4000.0,10000.0,1.9933449074074074,10.481469907407407,3,1,3,6,0.5
TRAIN_698,7,26000.0,26000.0,3714.285714285714,3714.285714285714,10000.0,0.49083333333333334,10.972303240740741,3,1,4,0,0.42857142857142855
UNLINKED_12880,8,26500.0,26500.0,3312.5,3312.5,10000.0,17.05417824074074,28.026481481481483,3,2,1,7,0.375
UNLINKED_12879,9,55500.0,55500.0,6166.666666666667,6166.666666666667,29000.0,0.002777777777777778,28.02925925925926,3,2,0,8,0.3333333333333333
UNLINKED_12565,10,83500.0,83500.0,8350.0,8350.0,29000.0,2.516076388888889,30.545335648148146,4,2,5,9,0.3
UNLINKED_12564,11,84700.0,84700.0,7700.0,7700.0,29000.0,0.0010069444444444444,30.54634259259259,4,2,6,10,0.2727272727272727
TRAIN_1020,12,85700.0,85700.0,7141.666666666667,7141.666666666667,29000.0,1.089548611111111,31.635891203703704,4,2,1,1,0.25
TRAIN_1022,13,89200.0,89200.0,6861.538461538462,6861.538461538462,29000.0,0.017916666666666668,31.653807870370372,4,2,7,2,0.23076923076923078
UNLINKED_12270,14,91200.0,91200.0,6514.285714285715,6514.285714285715,29000.0,0.9153472222222222,32.569155092592595,4,2,8,11,0.21428571428571427
UNLINKED_12133,15,92200.0,92200.0,6146.666666666667,6146.666666666667,29000.0,1.3979976851851852,33.96715277777778,4,2,9,12,0.2
UNLINKED_11835,16,93400.0,93400.0,5837.5,5837.5,29000.0,2.0799189814814816,36.04707175925926,4,2,10,13,0.1875
TRAIN_1188,17,94400.0,94400.0,5552.941176470588,5552.941176470588,29000.0,4.461319444444444,40.5083912037037,4,2,11,3,0.23529411764705882
TRAIN_1903,18,94900.0,94900.0,5272.222222222223,5272.222222222223,29000.0,26.13287037037037,66.64126157407408,4,2,2,4,0.2222222222222222
TRAIN_1916,19,98400.0,98400.0,5178.9473684210525,5178.9473684210525,29000.0,1.8532060185185186,68.4944675925926,4,2,12,5,0.21052631578947367
TRAIN_1945,20,100400.0,100400.0,5020.0,5020.0,29000.0,1.1202199074074075,69.6146875,4,2,13,6,0.2
TEST_593,0,0.0,0.0,,,0.0,,0.0,0,0,0,0,
UNLINKED_1236,1,1500.0,1500.0,1500.0,1500.0,1500.0,6.266805555555556,6.266805555555556,1,1,0,0,0.0
TEST_647,2,2500.0,2500.0,1250.0,1250.0,1500.0,0.005891203703703704,6.272696759259259,2,2,1,1,0.0
UNLINKED_1210,3,4000.0,4000.0,1333.3333333333333,1333.3333333333333,1500.0,0.1982986111111111,6.47099537037037,2,2,2,1,0.0
TRAIN_1794,0,0.0,0.0,,,0.0,,0.0,0,0,0,0,
TRAIN_1139,0,0.0,0.0,,,0.0,,0.0,0,0,0,0,
TRAIN_1140,1,5500.0,5500.0,5500.0,5500.0,5500.0,0.07969907407407407,0.07969907407407407,1,1,0,1,0.0
TRAIN_1146,2,7500.0,8160.0,3750.0,4080.0,5500.0,0.6219444444444444,0.7016435185185185,2,1,1,2,0.0
TRAIN_1147,3,8500.0,9160.0,2833.3333333333335,3053.3333333333335,5500.0,0.04283564814814815,0.7444791666666667,2,1,2,3,0.0
TRAIN_1150,4,9500.0,10160.0,2375.0,2540.0,5500.0,0.11348379629629629,0.8579629629629629,2,1,3,4,0.0
TRAIN_1152,5,10600.0,11260.0,2120.0,2252.0,5500.0,0.03886574074074074,0.8968287037037037,2,1,4,5,0.0
TRAIN_1155,6,11700.0,12360.0,1950.0,2060.0,5500.0,0.019085648148148147,0.9159143518518519,2,1,1,6,0.0
TRAIN_1165,7,12900.0,14196.0,1842.857142857143,2028.0,5500.0,0.27174768518518516,1.187662037037037,2,1,5,7,0.0
UNLINKED_14311,0,0.0,0.0,,,0.0,,0.0,0,0,0,0,
UNLINKED_14177,1,20000.0,20000.0,20000.0,20000.0,20000.0,1.5797106481481482,1.5797106481481482,1,1,1,1,0.0
UNLINKED_9250,2,40000.0,40000.0,20000.0,20000.0,20000.0,37.69099537037037,39.27070601851852,1,1,0,2,0.0
UNLINKED_9210,3,155000.0,158450.0,51666.666666666664,52816.666666666664,115000.0,0.5356365740740741,39.80634259259259,2,1,0,3,0.3333333333333333
TEST_5,4,205000.0,211950.0,51250.0,52987.5,115000.0,28.150844907407407,67.9571875,3,1,2,0,0.5
TEST_6,5,206500.0,213450.0,41300.0,42690.0,115000.0,6.944444444444444e-05,67.95725694444444,3,2,3,1,0.6
UNLINKED_6734,6,208000.0,214950.0,34666.666666666664,35825.0,115000.0,0.0007407407407407407,67.95799768518519,3,2,4,4,0.6666666666666666
UNLINKED_5866,7,213000.0,219950.0,30428.571428571428,31421.428571428572,115000.0,12.651875,80.60987268518518,3,2,5,5,0.7142857142857143
TRAIN_350,0,0.0,0.0,,,0.0,,0.0,0,0,0,0,
TRAIN_351,1,14000.0,14000.0,14000.0,14000.0,14000.0,0.0,0.0,1,1,1,1,0.0
TRAIN_352,2,28000.0,28000.0,14000.0,14000.0,14000.0,0.007326388888888889,0.007326388888888889,1,1,2,2,0.0
UNLINKED_16083,3,28500.0,28500.0,9500.0,9500.0,14000.0,23.829074074074075,23.836400462962963,1,1,0,0,0.0
UNLINKED_16082,4,33500.0,33500.0,8375.0,8375.0,14000.0,0.0014236111111111112,23.837824074074074,2,2,1,1,0.0
UNLINKED_16081,5,38500.0,38500.0,7700.0,7700.0,14000.0,0.005231481481481481,23.843055555555555,2,2,3,2,0.0
UNLINKED_15600,6,48550.0,48550.0,8091.666666666667,8091.666666666667,14000.0,6.197905092592593,30.040960648148147,2,2,0,3,0.0
UNLINKED_15598,7,53050.0,53050.0,7578.571428571428,7578.571428571428,14000.0,0.011099537037037036,30.052060185185184,3,2,4,4,0.0
UNLINKED_15494,8,53550.0,53550.0,6693.75,6693.75,14000.0,0.9145138888888888,30.966574074074074,3,2,2,5,0.0
UNLINKED_15493,9,58550.0,58550.0,6505.555555555556,6505.555555555556,14000.0,0.0011342592592592593,30.967708333333334,3,2,3,6,0.0
UNLINKED_15492,10,63550.0,63550.0,6355.0,6355.0,14000.0,0.001724537037037037,30.96943287037037,3,2,5,7,0.0
UNLINKED_15491,11,73550.0,73550.0,6686.363636363636,6686.363636363636,14000.0,0.005069444444444444,30.974502314814814,3,2,6,8,0.0
UNLINKED_14861,12,78550.0,78550.0,6545.833333333333,6545.833333333333,14000.0,6.5708217592592595,37.545324074074074,3,2,4,9,0.0
UNLINKED_14860,13,83550.0,83550.0,6426.923076923077,6426.923076923077,14000.0,0.0004861111111111111,37.54581018518518,3,2,5,10,0.0
UNLINKED_14858,14,88550.0,88550.0,6325.0,6325.0,14000.0,0.0023263888888888887,37.54813657407407,3,2,7,11,0.0
UNLINKED_13005,15,98550.0,98550.0,6570.0,6570.0,14000.0,14.09898148148148,51.64711805555555,3,2,6,12,0.0
UNLINKED_13004,16,108550.0,108550.0,6784.375,6784.375,14000.0,0.0011574074074074073,51.648275462962964,3,2,8,13,0.0
UNLINKED_13001,17,118550.0,118550.0,6973.529411764706,6973.529411764706,14000.0,0.004398148148148148,51.65267361111111,3,2,9,14,0.0
UNLINKED_11985,18,123550.0,123550.0,6863.888888888889,6863.888888888889,14000.0,7.295474537037037,58.94814814814815,3,2,7,15,0.0
UNLINKED_11984,19,133550.0,133550.0,7028.9473684210525,7028.9473684210525,14000.0,0.001238425925925926,58.949386574074076,3,2,10,16,0.0
UNLINKED_11983,20,143550.0,143550.0,7177.5,7177.5,14000.0,0.003275462962962963,58.95266203703704,3,2,11,17,0.0
UNLINKED_11375,21,148550.0,148550.0,7073.809523809524,7073.809523809524,14000.0,5.139074074074074,64.09173611111112,3,2,8,18,0.0
UNLINKED_11374,22,158550.0,158550.0,7206.818181818182,7206.818181818182,14000.0,0.0017013888888888888,64.0934375,3,2,12,19,0.0
UNLINKED_11292,23,168550.0,168550.0,7328.260869565217,7328.260869565217,14000.0,0.6572685185185185,64.75070601851851,3,2,9,20,0.0
UNLINKED_11289,24,178550.0,178550.0,7439.583333333333,7439.583333333333,14000.0,0.0018981481481481482,64.75260416666667,3,2,13,21,0.0
UNLINKED_11213,25,188550.0,188550.0,7542.0,7542.0,14000.0,0.42900462962962965,65.1816087962963,3,2,14,22,0.0
UNLINKED_10045,26,193550.0,193550.0,7444.2307692307695,7444.2307692307695,14000.0,7.984652777777778,73.16626157407407,3,2,15,23,0.0
UNLINKED_9701,27,198950.0,198950.0,7368.518518518518,7368.518518518518,14000.0,3.462037037037037,76.6282986111111,3,2,1,24,0.0
UNLINKED_9615,28,202450.0,202450.0,7230.357142857143,7230.357142857143,14000.0,1.0049537037037037,77.63325231481481,3,2,2,25,0.0
UNLINKED_9398,29,205950.0,205950.0,7101.724137931034,7101.724137931034,14000.0,2.1895717592592594,79.82282407407408,3,2,10,26,0.0
UNLINKED_9397,30,210950.0,210950.0,7031.666666666667,7031.666666666667,14000.0,0.0005555555555555556,79.82337962962963,3,2,11,27,0.0
UNLINKED_9396,31,215950.0,215950.0,6966.129032258064,6966.129032258064,14000.0,0.0037847222222222223,79.82716435185185,3,2,16,28,0.0
UNLINKED_9394,32,225950.0,225950.0,7060.9375,7060.9375,14000.0,0.0010416666666666667,79.82820601851851,3,2,17,29,0.0
UNLINKED_8822,33,231090.0,231090.0,7002.727272727273,7002.727272727273,14000.0,7.075127314814814,86.90333333333334,3,2,12,30,0.0
UNLINKED_8821,34,236090.0,236090.0,6943.823529411765,6943.823529411765,14000.0,0.0007638888888888889,86.90409722222222,3,2,13,31,0.0
UNLINKED_8820,35,241090.0,241090.0,6888.285714285715,6888.285714285715,14000.0,0.0013657407407407407,86.90546296296296,3,2,18,32,0.0
UNLINKED_8819,36,251090.0,251090.0,6974.722222222223,6974.722222222223,14000.0,0.0012731481481481483,86.90673611111112,3,2,19,33,0.0
UNLINKED_8102,37,256090.0,256090.0,6921.351351351352,6921.351351351352,14000.0,6.902314814814815,93.80905092592593,3,2,14,34,0.0
UNLINKED_8101,38,261090.0,261090.0,6870.789473684211,6870.789473684211,14000.0,0.0009953703703703704,93.81004629629629,3,2,15,35,0.0
UNLINKED_8083,39,266090.0,266090.0,6822.820512820513,6822.820512820513,14000.0,0.1762152777777778,93.98626157407408,3,2,20,36,0.0
UNLINKED_8082,40,276090.0,276090.0,6902.25,6902.25,14000.0,0.0013310185185185185,93.98759259259259,3,2,21,37,0.0
UNLINKED_7655,41,281090.0,281090.0,6855.8536585365855,6855.8536585365855,14000.0,6.687592592592592,100.67518518518519,3,2,16,38,0.0
UNLINKED_7615,42,286090.0,286090.0,6811.666666666667,6811.666666666667,14000.0,0.2524884259259259,100.92767361111112,3,2,17,39,0.0
UNLINKED_7614,43,291090.0,291090.0,6769.53488372093,6769.53488372093,14000.0,0.003761574074074074,100.93143518518518,3,2,22,40,0.0
UNLINKED_7613,44,301090.0,301090.0,6842.954545454545,6842.954545454545,14000.0,0.0035185185185185185,100.9349537037037,3,2,23,41,0.0
UNLINKED_6895,45,306090.0,306090.0,6802.0,6802.0,14000.0,7.181666666666667,108.11662037037037,3,2,18,42,0.0
UNLINKED_6894,46,311090.0,311090.0,6762.826086956522,6762.826086956522,14000.0,0.0013657407407407407,108.11798611111111,3,2,19,43,0.0
UNLINKED_6893,47,316090.0,316090.0,6725.31914893617,6725.31914893617,14000.0,0.0010879629629629629,108.11907407407408,3,2,24,44,0.0
UNLINKED_6892,48,326090.0,326090.0,6793.541666666667,6793.541666666667,14000.0,0.0018287037037037037,108.12090277777777,3,2,25,45,0.0
UNLINKED_6409,49,331090.0,331090.0,6756.938775510204,6756.938775510204,14000.0,6.4979861111111115,114.61888888888889,3,2,20,46,0.0
UNLINKED_6402,50,341090.0,341090.0,6821.8,6821.8,14000.0,0.024375,114.6432638888889,3,2,26,47,0.0
UNLINKED_6401,51,351090.0,351090.0,6884.117647058823,6884.117647058823,14000.0,0.00125,114.6445138888889,3,2,27,48,0.0
UNLINKED_5312,52,354090.0,354090.0,6809.423076923077,6809.423076923077,14000.0,14.409189814814814,129.0537037037037,3,2,21,49,0.0
UNLINKED_5269,53,364090.0,364090.0,6869.622641509434,6869.622641509434,14000.0,1.0131944444444445,130.06689814814814,3,2,28,50,0.0
UNLINKED_2291,54,377090.0,377090.0,6983.148148148148,6983.148148148148,14000.0,39.8653587962963,169.93225694444445,3,2,22,51,0.018518518518518517
UNLINKED_2290,55,392090.0,392090.0,7128.909090909091,7128.909090909091,15000.0,0.0016782407407407408,169.9339351851852,3,2,0,52,0.01818181818181818
UNLINKED_1511,56,407090.0,407090.0,7269.464285714285,7269.464285714285,15000.0,10.605972222222222,180.5399074074074,4,2,23,53,0.017857142857142856
UNLINKED_1509,57,412090.0,412090.0,7229.649122807017,7229.649122807017,15000.0,0.009085648148148148,180.54899305555554,4,2,29,54,0.017543859649122806
UNLINKED_1499,58,413890.0,413890.0,7136.0344827586205,7136.0344827586205,15000.0,0.06481481481481481,180.61380787037038,4,2,24,55,0.017241379310344827
UNLINKED_1497,59,414390.0,414390.0,7023.559322033899,7023.559322033899,15000.0,0.0031944444444444446,180.6170023148148,4,2,3,56,0.01694915254237288
UNLINKED_1472,60,417890.0,417890.0,6964.833333333333,6964.833333333333,15000.0,0.17560185185185184,180.79260416666668,4,2,25,57,0.016666666666666666
UNLINKED_1470,61,450890.0,450890.0,7391.639344262295,7391.639344262295,33000.0,0.0078125,180.80041666666668,4,2,26,58,0.01639344262295082
UNLINKED_1468,62,451473.0,451473.0,7281.822580645161,7281.822580645161,33000.0,0.002627314814814815,180.8030439814815,4,2,4,59,0.016129032258064516
UNLINKED_555,63,484473.0,485463.0,7690.047619047619,7705.761904761905,33000.0,12.050925925925926,192.85396990740742,4,2,27,60,0.015873015873015872
UNLINKED_554,64,600473.0,601463.0,9382.390625,9397.859375,116000.0,0.009131944444444444,192.86310185185187,4,2,28,61,0.03125
UNLINKED_553,65,602973.0,603963.0,9276.507692307692,9291.738461538462,116000.0,0.001238425925925926,192.86434027777779,4,2,5,62,0.046153846153846156
UNLINKED_404,66,717973.0,722413.0,10878.378787878788,10945.651515151516,116000.0,2.111736111111111,194.97607638888888,4,2,30,63,0.06060606060606061
TEST_885,67,718506.0,722946.0,10723.970149253732,10790.23880597015,116000.0,17.82059027777778,212.79666666666665,4,2,31,3,0.05970149253731343
