CustomerId,TransactionStartTime,Value,Amount,TransactionId,BatchId,SubscriptionId,CurrencyCode,CountryCode,ProviderId,ProductId,ProductCategory,ChannelId,TransactionStatus,IssuedDateLoan,AmountLoan,Currency,LoanId,PaidOnDate,IsFinalPayBack,InvestorId,DueDate,LoanApplicationId,PayBackId,ThirdPartyId,IsThirdPartyConfirmed,IsDefaulted,source_dataset,row_id,customer_prior_txn_count,customer_prior_abs_amount_sum,customer_prior_abs_value_sum,customer_prior_abs_amount_mean,customer_prior_abs_value_mean,customer_prior_max_abs_amount,customer_days_since_prev_txn,customer_tenure_days,customer_prior_unique_product_categories,customer_prior_unique_channels,customer_prior_same_product_count,customer_prior_same_channel_count,customer_prior_weekend_share,abs_amount,abs_value,amount_value_gap,amount_to_value_ratio,log_abs_amount,log_abs_value,txn_month,txn_day,txn_hour,txn_weekday,txn_is_weekend,issue_month,issue_day,issue_hour,issue_to_txn_minutes,log_customer_prior_abs_amount_sum,log_customer_prior_abs_value_sum,log_customer_prior_abs_amount_mean,log_customer_prior_abs_value_mean,log_customer_prior_max_abs_amount,log_customer_days_since_prev_txn,log_customer_tenure_days
CustomerId_432,2018-10-26 16:12:44,31766.0,-30840.0,TransactionId_2128,BatchId_381,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_6,tv,ChannelId_1,1,2018-10-26 16:12:42,30840.0,UGX,LoanId_386,2019-04-26 16:24:03,1.0,InvestorId_2,2018-11-25 16:12:40,LoanApplicationId_836,PayBackId_1262,ThirdPartyId_1546,1.0,0,TRAIN,TRAIN_28,1,2000.0,2000.0,2000.0,2000.0,2000.0,0.3999421296296296,0.3999421296296296,1,1,0,1,0.0,30840.0,31766.0,-926.0,0.9708493357678021,10.336600252573104,10.366183294098564,10,26,16,4,0,10.0,26.0,16.0,0.03333333333333333,7.601402334583733,7.601402334583733,7.601402334583733,7.601402334583733,7.601402334583733,0.3364308997880218,0.3364308997880218
CustomerId_27,2018-10-30 10:25:32,500.0,-500.0,TransactionId_1569,BatchId_846,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_4,data_bundles,ChannelId_1,1,2018-10-30 10:25:29,520.0,UGX,LoanId_240,2018-10-30 10:54:55,1.0,InvestorId_2,2018-11-29 10:25:24,LoanApplicationId_641,PayBackId_1478,ThirdPartyId_2014,1.0,0,TRAIN,TRAIN_29,15,11150.0,11150.0,743.3333333333334,743.3333333333334,1235.0,6.049270833333333,38.9221412037037,2,1,2,15,0.0,500.0,500.0,0.0,1.0,6.2166061010848646,6.2166061010848646,10,30,10,1,0,10.0,30.0,10.0,0.05,9.319284458965361,9.319284458965361,6.612488963172048,6.612488963172048,7.119635638017636,1.9529241835791624,3.6869310873721584
CustomerId_379,2018-11-01 14:53:08,1500.0,-1500.0,TransactionId_1024,BatchId_238,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,2018-11-01 14:53:05,1568.0,UGX,LoanId_1320,2018-11-02 15:05:24,1.0,InvestorId_1,2018-12-01 14:53:01,LoanApplicationId_1587,PayBackId_1822,ThirdPartyId_1319,1.0,0,TRAIN,TRAIN_33,0,0.0,0.0,,,0.0,,0.0,0,0,0,0,,1500.0,1500.0,0.0,1.0,7.313886831633462,7.313886831633462,11,1,14,3,0,11.0,1.0,14.0,0.05,0.0,0.0,,,0.0,,0.0
CustomerId_258,2018-11-01 15:23:14,10000.0,-10000.0,TransactionId_710,BatchId_1930,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,1,2018-11-01 15:23:10,11100.0,UGX,LoanId_430,2018-11-16 12:22:01,1.0,InvestorId_2,2018-12-01 15:23:08,LoanApplicationId_1394,PayBackId_654,ThirdPartyId_1180,1.0,0,TRAIN,TRAIN_34,3,30000.0,30000.0,10000.0,10000.0,10000.0,13.96619212962963,13.96619212962963,1,1,3,3,0.0,10000.0,10000.0,0.0,1.0,9.210440366976517,9.210440366976517,11,1,15,3,0,11.0,1.0,15.0,0.06666666666666667,10.308985993422082,10.308985993422082,9.210440366976517,9.210440366976517,9.210440366976517,2.705793799316618,2.705793799316618
CustomerId_405,2018-11-01 16:12:41,53500.0,-50000.0,TransactionId_549,BatchId_2426,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_15,utility_bill,ChannelId_1,1,2018-11-01 16:12:39,63398.0,UGX,LoanId_77,2018-12-06 09:26:57,0.0,InvestorId_2,2018-12-01 16:12:37,LoanApplicationId_534,PayBackId_165,ThirdPartyId_1760,1.0,0,TRAIN,TRAIN_35,0,0.0,0.0,,,0.0,,0.0,0,0,0,0,,50000.0,53500.0,-3500.0,0.9345794392523364,10.819798284210286,10.887455624298198,11,1,16,3,0,11.0,1.0,16.0,0.03333333333333333,0.0,0.0,,,0.0,,0.0
CustomerId_405,2018-11-01 16:12:41,53500.0,-50000.0,TransactionId_549,BatchId_2426,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_15,utility_bill,ChannelId_1,1,2018-11-01 16:12:39,2942.0,UGX,LoanId_77,2018-12-11 17:00:26,1.0,InvestorId_2,2018-12-01 16:12:37,LoanApplicationId_534,PayBackId_1908,ThirdPartyId_1716,1.0,0,TRAIN,TRAIN_36,1,50000.0,53500.0,50000.0,53500.0,50000.0,0.0,0.0,1,1,1,1,0.0,50000.0,53500.0,-3500.0,0.9345794392523364,10.819798284210286,10.887455624298198,11,1,16,3,0,11.0,1.0,16.0,0.03333333333333333,10.819798284210286,10.887455624298198,10.819798284210286,10.887455624298198,10.819798284210286,0.0,0.0
CustomerId_474,2018-11-01 17:56:50,5000.0,-5000.0,TransactionId_1452,BatchId_728,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,2018-11-01 17:56:48,500.0,UGX,LoanId_1554,2019-07-15 09:12:48,0.0,InvestorId_2,2018-12-01 17:56:44,LoanApplicationId_937,PayBackId_1295,ThirdPartyId_1702,1.0,1,TRAIN,TRAIN_37,2,10500.0,10500.0,5250.0,5250.0,10000.0,6.359583333333333,7.3058101851851855,1,1,2,2,0.0,5000.0,5000.0,0.0,1.0,8.517393171418904,8.517393171418904,11,1,17,3,0,11.0,1.0,17.0,0.03333333333333333,9.259225769705994,9.259225769705994,8.566173813637858,8.566173813637858,9.210440366976517,1.9960033188194064,2.1169552922126864
CustomerId_233,2018-11-02 06:53:48,500.0,-500.0,TransactionId_1863,BatchId_2428,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,1,2018-11-02 06:53:45,633.0,UGX,LoanId_566,2018-12-17 15:00:29,1.0,InvestorId_2,2018-12-02 06:53:39,LoanApplicationId_2,PayBackId_719,ThirdPartyId_310,1.0,0,TRAIN,TRAIN_40,6,17165.0,17165.0,2860.8333333333335,2860.8333333333335,5150.0,6.636446759259259,13.8578125,1,1,6,6,0.0,500.0,500.0,0.0,1.0,6.2166061010848646,6.2166061010848646,11,2,6,4,0,11.0,2.0,6.0,0.05,9.750685962278165,9.750685962278165,7.959217724085748,7.959217724085748,8.546946149565585,2.0329324111267937,2.6985258211857266
CustomerId_233,2018-11-02 07:07:25,500.0,-500.0,TransactionId_598,BatchId_1579,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_17,movies,ChannelId_1,1,2018-11-02 07:07:21,633.0,UGX,LoanId_1291,2018-12-17 15:01:23,1.0,InvestorId_2,2018-12-02 07:07:19,LoanApplicationId_1385,PayBackId_1198,ThirdPartyId_1073,1.0,0,TRAIN,TRAIN_41,7,17665.0,17665.0,2523.5714285714284,2523.5714285714284,5150.0,0.009456018518518518,13.867268518518518,1,1,0,7,0.0,500.0,500.0,0.0,1.0,6.2166061010848646,6.2166061010848646,11,2,7,4,0,11.0,2.0,7.0,0.06666666666666667,9.779397167305078,9.779397167305078,7.83382659604464,7.83382659604464,8.546946149565585,0.009411590232277797,2.6991620528469022
CustomerId_144,2018-11-02 23:50:10,1000.0,-1000.0,TransactionId_838,BatchId_1312,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,2018-11-02 23:50:07,1040.0,UGX,LoanId_1177,2018-11-02 23:58:13,1.0,InvestorId_1,2018-12-02 23:50:00,LoanApplicationId_1078,PayBackId_185,ThirdPartyId_168,1.0,0,TRAIN,TRAIN_48,0,0.0,0.0,,,0.0,,0.0,0,0,0,0,,1000.0,1000.0,0.0,1.0,6.90875477931522,6.90875477931522,11,2,23,4,0,11.0,2.0,23.0,0.05,0.0,0.0,,,0.0,,0.0
CustomerId_144,2018-11-03 00:09:26,11200.0,-10000.0,TransactionId_695,BatchId_981,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_15,utility_bill,ChannelId_1,1,2018-11-03 00:09:24,11760.0,UGX,LoanId_761,2018-11-08 09:41:59,0.0,InvestorId_1,2018-12-03 00:09:22,LoanApplicationId_229,PayBackId_270,ThirdPartyId_449,1.0,0,TRAIN,TRAIN_49,1,1000.0,1000.0,1000.0,1000.0,1000.0,0.01337962962962963,0.01337962962962963,1,1,0,1,0.0,10000.0,11200.0,-1200.0,0.8928571428571429,9.210440366976517,9.32375833901174,11,3,0,5,1,11.0,3.0,0.0,0.03333333333333333,6.90875477931522,6.90875477931522,6.90875477931522,6.90875477931522,6.90875477931522,0.013290912840898221,0.013290912840898221
CustomerId_144,2018-11-03 00:09:26,11200.0,-10000.0,TransactionId_695,BatchId_981,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_15,utility_bill,ChannelId_1,1,2018-11-03 00:09:24,168.0,UGX,LoanId_761,2018-11-08 16:54:45,1.0,InvestorId_1,2018-12-03 00:09:22,LoanApplicationId_229,PayBackId_1628,ThirdPartyId_1843,1.0,0,TRAIN,TRAIN_50,2,11000.0,12200.0,5500.0,6100.0,10000.0,0.0,0.01337962962962963,2,1,1,2,0.5,10000.0,11200.0,-1200.0,0.8928571428571429,9.210440366976517,9.32375833901174,11,3,0,5,1,11.0,3.0,0.0,0.03333333333333333,9.305741456739435,9.409273194575334,8.612685172875459,8.716207971151853,9.210440366976517,0.0,0.013290912840898221
CustomerId_233,2018-11-03 09:57:30,5000.0,-5000.0,TransactionId_2350,BatchId_887,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,1,2018-11-03 09:57:28,6300.0,UGX,LoanId_1118,2018-12-17 15:03:26,1.0,InvestorId_2,2018-12-03 09:57:24,LoanApplicationId_842,PayBackId_1185,ThirdPartyId_1999,1.0,0,TRAIN,TRAIN_53,8,18165.0,18165.0,2270.625,2270.625,5150.0,1.118113425925926,14.985381944444445,2,1,7,8,0.0,5000.0,5000.0,0.0,1.0,8.517393171418904,8.517393171418904,11,3,9,5,1,11.0,3.0,9.0,0.03333333333333333,9.80730699406216,9.80730699406216,7.728250713401425,7.728250713401425,8.546946149565585,0.7505257990625326,2.771674676154685
CustomerId_379,2018-11-03 12:09:53,1500.0,-1500.0,TransactionId_1081,BatchId_2111,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,2018-11-03 12:09:50,1598.0,UGX,LoanId_86,2018-11-09 03:54:28,1.0,InvestorId_1,2018-12-03 12:09:48,LoanApplicationId_1431,PayBackId_1270,ThirdPartyId_1852,1.0,0,TRAIN,TRAIN_54,1,1500.0,1500.0,1500.0,1500.0,1500.0,1.8866319444444444,1.8866319444444444,1,1,1,1,0.0,1500.0,1500.0,0.0,1.0,7.313886831633462,7.313886831633462,11,3,12,5,1,11.0,3.0,12.0,0.05,7.313886831633462,7.313886831633462,7.313886831633462,7.313886831633462,7.313886831633462,1.0600904053504425,1.0600904053504425
CustomerId_136,2018-11-05 17:01:56,3000.0,-3000.0,TransactionId_890,BatchId_1891,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_1,airtime,ChannelId_1,1,2018-11-05 17:01:53,3270.0,UGX,LoanId_701,2018-11-15 21:58:52,1.0,InvestorId_1,2018-12-05 17:01:51,LoanApplicationId_726,PayBackId_993,ThirdPartyId_1466,1.0,0,TRAIN,TRAIN_61,0,0.0,0.0,,,0.0,,0.0,0,0,0,0,,3000.0,3000.0,0.0,1.0,8.006700845440367,8.006700845440367,11,5,17,0,0,11.0,5.0,17.0,0.05,0.0,0.0,,,0.0,,0.0
CustomerId_233,2018-11-07 12:18:06,5000.0,-5000.0,TransactionId_1121,BatchId_1205,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,1,2018-11-07 12:18:03,6200.0,UGX,LoanId_75,2018-12-17 15:05:58,1.0,InvestorId_2,2018-12-07 12:18:02,LoanApplicationId_1020,PayBackId_813,ThirdPartyId_1298,1.0,0,TRAIN,TRAIN_65,9,23165.0,23165.0,2573.8888888888887,2573.8888888888887,5150.0,4.097638888888889,19.083020833333332,2,1,8,9,0.1111111111111111,5000.0,5000.0,0.0,1.0,8.517393171418904,8.517393171418904,11,7,12,2,0,11.0,7.0,12.0,0.05,10.05044096549229,10.05044096549229,7.853561662220788,7.853561662220788,8.546946149565585,1.6287774695668766,2.999874723415619
CustomerId_233,2018-11-07 13:05:11,10000.0,-10000.0,TransactionId_191,BatchId_651,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_17,movies,ChannelId_1,1,2018-11-07 13:05:09,12400.0,UGX,LoanId_214,2018-12-17 15:07:43,1.0,InvestorId_2,2018-12-07 13:05:06,LoanApplicationId_1047,PayBackId_367,ThirdPartyId_1046,1.0,0,TRAIN,TRAIN_66,10,28165.0,28165.0,2816.5,2816.5,5150.0,0.03269675925925926,19.115717592592592,2,1,1,10,0.1,10000.0,10000.0,0.0,1.0,9.210440366976517,9.210440366976517,11,7,13,2,0,11.0,7.0,13.0,0.03333333333333333,10.245870855757996,10.245870855757996,7.943605245913932,7.943605245913932,8.546946149565585,0.032173593566214104,3.001501479266679
CustomerId_388,2018-11-07 20:32:51,20000.0,-20000.0,TransactionId_244,BatchId_280,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_4,data_bundles,ChannelId_1,1,2018-11-07 20:32:49,20900.0,UGX,LoanId_1321,2018-11-09 08:54:16,1.0,InvestorId_1,2018-12-07 20:32:45,LoanApplicationId_1095,PayBackId_1380,ThirdPartyId_1027,1.0,0,TRAIN,TRAIN_68,0,0.0,0.0,,,0.0,,0.0,0,0,0,0,,20000.0,20000.0,0.0,1.0,9.90353755128617,9.90353755128617,11,7,20,2,0,11.0,7.0,20.0,0.03333333333333333,0.0,0.0,,,0.0,,0.0
CustomerId_136,2018-11-08 20:40:08,21800.0,-20000.0,TransactionId_2290,BatchId_1260,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_9,utility_bill,ChannelId_1,1,2018-11-08 20:40:06,22000.0,UGX,LoanId_513,2018-12-07 17:10:14,0.0,InvestorId_1,2018-12-08 20:40:01,LoanApplicationId_189,PayBackId_496,ThirdPartyId_929,1.0,0,TRAIN,TRAIN_71,1,3000.0,3000.0,3000.0,3000.0,3000.0,3.151527777777778,3.151527777777778,1,1,0,1,0.0,20000.0,21800.0,-1800.0,0.9174311926605505,9.90353755128617,9.989711119284745,11,8,20,3,0,11.0,8.0,20.0,0.03333333333333333,8.006700845440367,8.006700845440367,8.006700845440367,8.006700845440367,8.006700845440367,1.4234764057195501,1.4234764057195501
